SpecimenID,SampleID,SpeciesID,CPartPicked,CPartTotal,Cpt5,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,CExtra,FPartPicked,FPartTotal,Fpt5,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,FExtra,Notes,Reference,Timestamp,CSubsample,FSubsample
6509,3206,MITE,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6510,3206,ARGI,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6511,3180,CHIL,,,,9,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6512,3180,SIML,,,,5,24,11,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6513,3180,SILV,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6514,3180,BAEL,,,,269,131,35,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6515,3180,LEPT,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6516,3180,ACLA,,,,14,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6517,3180,HELI,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6518,3180,HYDE,,,,,7,4,,2,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6519,3180,LETR,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6520,3180,OCHR,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6521,3180,MCYL,,,,227,483,340,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6522,3180,MCYA,,,,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6523,3180,OLIG,,,,,,,,,,2,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6524,3180,MEGL,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6525,3180,MITE,,,,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6526,3180,ARGI,,,,,2,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6527,3180,LIBE,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6528,3180,PETL,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6529,3178,SIML,,,,16,27,12,9,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6530,3178,TABL,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6531,3178,HEMR,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6532,3178,CHIL,,,,1,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6533,3178,BAEL,,,,280,175,109,53,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6534,3178,ACLA,,,,36,24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6535,3178,LEPT,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6536,3178,HYDE,,,,2,8,7,3,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6537,3178,CHIM,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6538,3178,LETR,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6539,3178,MCYL,,,,99,392,203,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6540,3178,MCYA,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6541,3178,PETL,,,,,3,3,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6542,3178,OLIG,,,,,,,2,,1,,1,,,2,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6543,3178,MEGL,,,,,,,,,1,1,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6544,3179,SILV,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6545,3179,SIML,,,,2,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6546,3179,CHIL,,,,8,21,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6547,3179,BAEL,,,,244,137,81,37,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6548,3179,ACLA,,,,79,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6549,3179,LEPT,,,,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6550,3179,TRIL,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6551,3179,HYDE,,,,11,11,13,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6552,3179,LETR,,,,1,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6553,3179,CHIM,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6554,3179,OCHR,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6555,3179,MCYL,,,,88,153,61,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6556,3179,MCYA,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6557,3179,STAA,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6558,3179,PETL,,,,2,4,10,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6559,3179,MEGL,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6560,3179,OLIG,,,,,1,1,3,6,5,4,4,,3,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6561,3179,MITE,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6562,3179,ARGI,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6563,3205,DIXL,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6564,3205,BAEL,,,,29,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6565,3205,HYDE,,,,,6,6,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6566,3205,OCHR,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6567,3205,MCYL,,,,,11,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6568,3205,MCYA,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6569,3205,PETL,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6570,3231,DICL,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6571,3231,BAEL,,,,120,58,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6572,3231,HYSP,,,,,,6,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6573,3231,CHIM,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6574,3231,OCHR,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6575,3231,MCYL,,,,,7,29,28,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6576,3231,MCYA,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6577,3231,PETL,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6578,3177,PROB,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6579,3177,SIML,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6580,3177,CHIL,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6581,3177,CHIP,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6582,3177,BAEL,,,,131,50,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6583,3177,HYDE,,,,1,1,1,8,1,3,,,1,,,,1,4,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6584,3177,RHYL,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6585,3177,OCHR,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6586,3177,CHIM,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6587,3177,MCYL,,,,,,40,80,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6588,3199,SIML,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6589,3199,CHIL,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6590,3199,ACLA,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6591,3199,BAEL,,,,18,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6592,3199,HYDE,,,,,3,4,5,4,1,2,2,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6593,3199,RHYL,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6594,3199,CHIM,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6595,3199,HYDA,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6596,3199,OCHR,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6597,3199,MCYL,,,,,5,27,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6598,3199,MCYA,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6599,3199,MEGL,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6600,3203,CHIL,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6601,3203,CHIP,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6602,3203,ACLA,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6603,3203,BAEL,,,,12,30,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6604,3203,OCHR,,,,11,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6605,3203,HYDE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6606,3203,MCYL,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6607,3203,MCYA,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6608,3203,MEGL,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6609,3201,CHIL,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6610,3201,CHIP,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6611,3201,ACLA,,,,10,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6612,3201,BAEL,,,,55,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6613,3201,HYDE,,,,1,3,,3,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6614,3201,MCYL,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6615,3202,ACLA,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6616,3202,BAEL,,,,21,20,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6617,3202,HYDE,,,,,,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6618,3202,OCHR,,,,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6619,3202,MCYA,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6620,3202,MCYL,,,,,,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6621,3200,CHIL,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6622,3200,CHIP,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6623,3200,BAEL,,,,18,15,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6624,3200,ACLA,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6625,3200,HYDE,,,,,5,9,4,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6626,3200,OCHR,,,,2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6627,3200,RHYL,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6628,3200,LETR,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6629,3200,MCYA,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6630,3200,MCYL,,,,,3,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6631,3200,MITE,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6632,3193,BAEL,,,,8,14,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6633,3193,ACLA,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6634,3193,OCHR,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6635,3193,MCYL,,,,,,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6636,3193,MCYA,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6637,3197,BAEL,,,,23,66,40,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6638,3197,OCHR,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6639,3197,HYDE,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6640,3197,MCYA,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6641,3197,MCYL,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6642,3197,ARGI,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6643,3204,DIPT,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6644,3204,BAEL,,,,10,17,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6645,3204,ACLA,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6646,3204,OCHR,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6647,3204,COLE,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Originally ID'd as Curculionidae.,FALSE,1/1/1900,FALSE,FALSE
6648,3208,ACLA,,,,4,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6649,3208,BAEL,,,,11,14,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6650,3208,OCHR,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6651,3208,MCYL,,,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6652,3208,MCYA,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6653,3230,CHIA,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6654,3230,BAEL,,,,16,21,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6655,3230,MCYL,,,,,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6656,3230,MCYA,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6657,3229,BAEL,,,,,17,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6658,3229,ACLA,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6659,3229,HYDE,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6660,3211,CHIP,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
6661,3211,ACLA,,,,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1/1/1900,FALSE,FALSE
